# adr 軸 ID 網羅 + 3 段確認証跡 (生成: 2026-05-04T22:22:44+09:00)
# 走査: docs/02_構想設計/adr, パターン: ADR-([0-9]{4}|[A-Z][A-Z0-9]*-[0-9]+)
# 列挙 ID 数: 56
# 走査範囲: docs / impl(src infra deploy tools examples) / tests(tests + src 内 test ファイル)
# SHIP_STATUS 動作証跡: docs/SHIP_STATUS.md 内で検証済 / 実機 / round-trip 等のキーワード共起
# 判定列は空欄。Claude は分類材料のみ提示、PASS / PARTIAL / FAIL の判定は人間が AUDIT.md で行う

id | docs_refs | impl_refs | test_refs | ship_verified_kw | classification_material
---|----------:|----------:|----------:|------------------|---|---
ADR-0001 | 63 | 4 | 1 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-0002 | 30 | 0 | 1 | 20 | docs-only (impl 不在)
ADR-0003 | 80 | 1 | 1 | 20 | 3-stage-candidate (docs+impl+evidence)
ADR-BS-001 | 50 | 11 | 0 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-CICD-001 | 59 | 27 | 0 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-CICD-002 | 32 | 20 | 0 | 2 | 3-stage-candidate (docs+impl+evidence)
ADR-CICD-003 | 62 | 4 | 1 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-CNCF-001 | 16 | 5 | 0 | 0 | 2-stage (docs+impl, no test/ship evidence)
ADR-DAPR-001 | 9 | 2 | 0 | 0 | 2-stage (docs+impl, no test/ship evidence)
ADR-DATA-001 | 38 | 13 | 0 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-DATA-002 | 25 | 10 | 0 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-DATA-003 | 20 | 9 | 0 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-DATA-004 | 21 | 8 | 0 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-DEP-001 | 23 | 0 | 0 | 1 | docs-only (impl 不在)
ADR-DEV-001 | 35 | 29 | 0 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-DEV-002 | 15 | 2 | 0 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-DIR-001 | 62 | 1 | 0 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-DIR-002 | 39 | 2 | 0 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-DIR-003 | 59 | 3 | 0 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-DX-001 | 21 | 0 | 0 | 0 | docs-only (impl 不在)
ADR-FM-001 | 31 | 13 | 0 | 0 | 2-stage (docs+impl, no test/ship evidence)
ADR-INFRA-001 | 21 | 7 | 1 | 0 | 3-stage-candidate (docs+impl+evidence)
ADR-MIG-001 | 25 | 6 | 0 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-MIG-002 | 19 | 12 | 0 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-NET-001 | 25 | 10 | 0 | 0 | 2-stage (docs+impl, no test/ship evidence)
ADR-OBS-001 | 54 | 13 | 0 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-OBS-002 | 29 | 6 | 1 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-OBS-003 | 21 | 1 | 0 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-OPS-001 | 14 | 0 | 2 | 0 | docs-only (impl 不在)
ADR-POL-001 | 20 | 14 | 0 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-POL-002 | 18 | 34 | 0 | 2 | 3-stage-candidate (docs+impl+evidence)
ADR-REL-001 | 19 | 2 | 0 | 2 | 3-stage-candidate (docs+impl+evidence)
ADR-RULE-001 | 33 | 30 | 1 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-RULE-002 | 27 | 8 | 0 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-SCALE-001 | 7 | 1 | 0 | 0 | 2-stage (docs+impl, no test/ship evidence)
ADR-SEC-001 | 48 | 15 | 2 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-SEC-002 | 54 | 20 | 0 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-SEC-003 | 33 | 6 | 0 | 2 | 3-stage-candidate (docs+impl+evidence)
ADR-STOR-001 | 24 | 4 | 0 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-STOR-002 | 19 | 3 | 0 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-SUP-001 | 24 | 3 | 0 | 1 | 3-stage-candidate (docs+impl+evidence)
ADR-TEST-001 | 29 | 4 | 1 | 0 | 3-stage-candidate (docs+impl+evidence)
ADR-TEST-003 | 15 | 1 | 0 | 0 | 2-stage (docs+impl, no test/ship evidence)
ADR-TEST-004 | 12 | 0 | 0 | 0 | docs-only (impl 不在)
ADR-TEST-005 | 12 | 0 | 4 | 0 | docs-only (impl 不在)
ADR-TEST-007 | 13 | 3 | 0 | 0 | 2-stage (docs+impl, no test/ship evidence)
ADR-TEST-008 | 35 | 13 | 18 | 0 | 3-stage-candidate (docs+impl+evidence)
ADR-TEST-009 | 20 | 0 | 10 | 0 | docs-only (impl 不在)
